clip_uid,play_id,filmroom_url,pitch_type,game_date,game_pk,at_bat_number,pitch_number,stand,p_throws,balls,strikes,release_speed,description,video_file
823639_ab83_p3,e8a0d6b5-18dc-325a-a696-556f41a0220f,"https://www.mlb.com/video/search?q=playid=""e8a0d6b5-18dc-325a-a696-556f41a0220f""",FF,2026-04-23,823639,83,3,L,R,1,1,93.4,foul_tip,
823639_ab83_p4,3e16f08f-a461-321f-87dd-12ea24a9d55b,"https://www.mlb.com/video/search?q=playid=""3e16f08f-a461-321f-87dd-12ea24a9d55b""",FF,2026-04-23,823639,83,4,L,R,1,2,93.8,hit_into_play,
823639_ab84_p1,ebae7648-a3af-3123-a696-5eeabed551f9,"https://www.mlb.com/video/search?q=playid=""ebae7648-a3af-3123-a696-5eeabed551f9""",FF,2026-04-23,823639,84,1,R,R,0,0,93.4,ball,
823639_ab85_p3,cd19e277-c189-355c-b6f1-b687fd52b5bf,"https://www.mlb.com/video/search?q=playid=""cd19e277-c189-355c-b6f1-b687fd52b5bf""",FF,2026-04-23,823639,85,3,L,R,1,1,93.9,ball,
823637_ab65_p1,dfac2d18-d021-3f96-a380-18f70fda3688,"https://www.mlb.com/video/search?q=playid=""dfac2d18-d021-3f96-a380-18f70fda3688""",FF,2026-04-26,823637,65,1,R,R,0,0,91.1,foul,
823637_ab65_p4,8a45e98a-58f2-37e8-80a8-9f28ba829ca2,"https://www.mlb.com/video/search?q=playid=""8a45e98a-58f2-37e8-80a8-9f28ba829ca2""",FF,2026-04-26,823637,65,4,R,R,1,2,93.1,ball,
823637_ab66_p1,8e0bc8b0-5dfb-3730-8df8-3f0c5414f5ae,"https://www.mlb.com/video/search?q=playid=""8e0bc8b0-5dfb-3730-8df8-3f0c5414f5ae""",FF,2026-04-26,823637,66,1,R,R,0,0,93.2,foul_bunt,
823637_ab66_p3,2c49242c-ff4e-313f-854e-e45b77f50e7e,"https://www.mlb.com/video/search?q=playid=""2c49242c-ff4e-313f-854e-e45b77f50e7e""",FF,2026-04-26,823637,66,3,R,R,1,1,92.8,swinging_strike,
823637_ab66_p4,8c6bd1f6-8ad8-3adf-9fd0-1d680f682adc,"https://www.mlb.com/video/search?q=playid=""8c6bd1f6-8ad8-3adf-9fd0-1d680f682adc""",FF,2026-04-26,823637,66,4,R,R,1,2,92.9,foul,
823637_ab67_p2,f3d6e087-ee42-3539-a656-64ddb566ecb5,"https://www.mlb.com/video/search?q=playid=""f3d6e087-ee42-3539-a656-64ddb566ecb5""",FF,2026-04-26,823637,67,2,L,R,1,0,93.2,foul,
823634_ab66_p1,a1266e4d-e4a7-35c3-aa54-9fb4aac75bbb,"https://www.mlb.com/video/search?q=playid=""a1266e4d-e4a7-35c3-aa54-9fb4aac75bbb""",FF,2026-04-30,823634,66,1,L,R,0,0,92.8,ball,
823634_ab66_p2,bbb5b625-2a13-30f2-9096-3d6d4858d533,"https://www.mlb.com/video/search?q=playid=""bbb5b625-2a13-30f2-9096-3d6d4858d533""",FF,2026-04-30,823634,66,2,L,R,1,0,92.9,foul,
823634_ab67_p1,585baf31-6fca-3dbe-b3ad-4dbc1b1c8b69,"https://www.mlb.com/video/search?q=playid=""585baf31-6fca-3dbe-b3ad-4dbc1b1c8b69""",FF,2026-04-30,823634,67,1,L,R,0,0,93.7,called_strike,
823634_ab67_p3,a177182a-f2d5-32bf-a6d2-9a4dccc7db3b,"https://www.mlb.com/video/search?q=playid=""a177182a-f2d5-32bf-a6d2-9a4dccc7db3b""",FF,2026-04-30,823634,67,3,L,R,1,1,93.7,called_strike,
823634_ab68_p4,260669a9-ef15-3418-9df2-95a2174a9403,"https://www.mlb.com/video/search?q=playid=""260669a9-ef15-3418-9df2-95a2174a9403""",FF,2026-04-30,823634,68,4,R,R,1,2,94.1,hit_into_play,
823634_ab69_p1,72b6b7ce-a718-3ad2-9f63-ea70a0785867,"https://www.mlb.com/video/search?q=playid=""72b6b7ce-a718-3ad2-9f63-ea70a0785867""",FF,2026-04-30,823634,69,1,L,R,0,0,94.6,ball,
823634_ab69_p2,30bd7e0c-52b7-351d-8c08-bac2e2d2d871,"https://www.mlb.com/video/search?q=playid=""30bd7e0c-52b7-351d-8c08-bac2e2d2d871""",FF,2026-04-30,823634,69,2,L,R,1,0,94.8,swinging_strike,
824041_ab65_p1,800b776c-ae75-3390-a080-667ab1fe24e3,"https://www.mlb.com/video/search?q=playid=""800b776c-ae75-3390-a080-667ab1fe24e3""",FF,2026-05-01,824041,65,1,R,R,0,0,92.1,ball,
824041_ab65_p2,aa271b12-0e45-34e8-90fa-956aaa0129f1,"https://www.mlb.com/video/search?q=playid=""aa271b12-0e45-34e8-90fa-956aaa0129f1""",FF,2026-05-01,824041,65,2,R,R,1,0,93,called_strike,
824041_ab65_p3,cbab636a-b416-36d5-a421-5b60465442cb,"https://www.mlb.com/video/search?q=playid=""cbab636a-b416-36d5-a421-5b60465442cb""",FF,2026-05-01,824041,65,3,R,R,1,1,93.8,ball,
824041_ab66_p1,7ea2cba0-08cb-3242-9792-49e0614bac8e,"https://www.mlb.com/video/search?q=playid=""7ea2cba0-08cb-3242-9792-49e0614bac8e""",FF,2026-05-01,824041,66,1,L,R,0,0,95.1,ball,
824041_ab66_p2,204783fb-d56c-30e4-8500-07400198c7f4,"https://www.mlb.com/video/search?q=playid=""204783fb-d56c-30e4-8500-07400198c7f4""",FF,2026-05-01,824041,66,2,L,R,1,0,96,ball,
824041_ab66_p4,2d7493bb-23fa-3d75-9226-f802a0313dd2,"https://www.mlb.com/video/search?q=playid=""2d7493bb-23fa-3d75-9226-f802a0313dd2""",FF,2026-05-01,824041,66,4,L,R,2,1,94.3,swinging_strike,
824041_ab66_p5,8f280114-77d1-397e-b889-40f3bdaec1b6,"https://www.mlb.com/video/search?q=playid=""8f280114-77d1-397e-b889-40f3bdaec1b6""",FF,2026-05-01,824041,66,5,L,R,2,2,94.9,swinging_strike,
824041_ab67_p2,f649bfc6-c7f9-3bbd-bad1-63579fd9c815,"https://www.mlb.com/video/search?q=playid=""f649bfc6-c7f9-3bbd-bad1-63579fd9c815""",FF,2026-05-01,824041,67,2,R,R,0,1,94.1,swinging_strike,
824363_ab63_p1,55c70f7e-c9a4-36b2-842b-df352486c484,"https://www.mlb.com/video/search?q=playid=""55c70f7e-c9a4-36b2-842b-df352486c484""",FF,2026-05-04,824363,63,1,R,R,0,0,92.4,called_strike,
824363_ab64_p1,f38dad2d-d091-3afc-be0f-354db680c1cf,"https://www.mlb.com/video/search?q=playid=""f38dad2d-d091-3afc-be0f-354db680c1cf""",FF,2026-05-04,824363,64,1,L,R,0,0,93.4,ball,
824363_ab64_p2,8edd5c24-65a2-3ca8-bc75-d26357983ad5,"https://www.mlb.com/video/search?q=playid=""8edd5c24-65a2-3ca8-bc75-d26357983ad5""",FF,2026-05-04,824363,64,2,L,R,1,0,91.7,hit_into_play,
824363_ab65_p2,20e25054-eb42-34ec-9f5b-0d9785a065fc,"https://www.mlb.com/video/search?q=playid=""20e25054-eb42-34ec-9f5b-0d9785a065fc""",FF,2026-05-04,824363,65,2,L,R,0,1,94.3,swinging_strike,
824363_ab65_p3,174727d6-753a-3e64-88b6-430844f57ea1,"https://www.mlb.com/video/search?q=playid=""174727d6-753a-3e64-88b6-430844f57ea1""",FF,2026-05-04,824363,65,3,L,R,0,2,93.9,foul,
824361_ab86_p1,61f2ba7d-6f6c-3162-87ad-e220fb34f77e,"https://www.mlb.com/video/search?q=playid=""61f2ba7d-6f6c-3162-87ad-e220fb34f77e""",FF,2026-05-06,824361,86,1,R,R,0,0,92.3,ball,
824361_ab86_p2,28eea6b3-a795-3048-ab9b-1862daf9c61d,"https://www.mlb.com/video/search?q=playid=""28eea6b3-a795-3048-ab9b-1862daf9c61d""",FF,2026-05-06,824361,86,2,R,R,1,0,91.4,called_strike,
824361_ab87_p2,50234cfc-841a-3c83-a6b6-afec58be538c,"https://www.mlb.com/video/search?q=playid=""50234cfc-841a-3c83-a6b6-afec58be538c""",FF,2026-05-06,824361,87,2,R,R,1,0,91.3,foul,
824361_ab87_p3,5f865d7c-50ce-38de-a0c5-f76e92243d4d,"https://www.mlb.com/video/search?q=playid=""5f865d7c-50ce-38de-a0c5-f76e92243d4d""",FF,2026-05-06,824361,87,3,R,R,1,1,91.6,foul,
824361_ab87_p5,9f0c1c39-a9fd-35a1-ad8f-764afa697f8c,"https://www.mlb.com/video/search?q=playid=""9f0c1c39-a9fd-35a1-ad8f-764afa697f8c""",FF,2026-05-06,824361,87,5,R,R,2,2,92.1,called_strike,
825088_ab63_p1,73cc8637-df38-38f7-910b-44a7b8be3142,"https://www.mlb.com/video/search?q=playid=""73cc8637-df38-38f7-910b-44a7b8be3142""",FF,2026-05-08,825088,63,1,R,R,0,0,93.8,ball,
825088_ab63_p2,969dcf5f-92e5-3fe0-a9e1-0c346f0f138a,"https://www.mlb.com/video/search?q=playid=""969dcf5f-92e5-3fe0-a9e1-0c346f0f138a""",FF,2026-05-08,825088,63,2,R,R,1,0,94.1,ball,
825088_ab63_p3,70afaa56-d76a-32a6-9fef-095a4e5a32c1,"https://www.mlb.com/video/search?q=playid=""70afaa56-d76a-32a6-9fef-095a4e5a32c1""",FF,2026-05-08,825088,63,3,R,R,2,0,94.3,hit_into_play,
825088_ab65_p1,f549595a-45bd-3d7e-9626-5865830fac80,"https://www.mlb.com/video/search?q=playid=""f549595a-45bd-3d7e-9626-5865830fac80""",FF,2026-05-08,825088,65,1,R,R,0,0,94.3,ball,
823631_ab69_p2,13df0612-74ed-3f8f-a1e9-d07f4b7e69c9,"https://www.mlb.com/video/search?q=playid=""13df0612-74ed-3f8f-a1e9-d07f4b7e69c9""",FF,2026-05-13,823631,69,2,L,R,0,1,94,ball,
823631_ab69_p4,a9ea773c-3140-306e-b585-356945604c9c,"https://www.mlb.com/video/search?q=playid=""a9ea773c-3140-306e-b585-356945604c9c""",FF,2026-05-13,823631,69,4,L,R,1,2,92.5,foul_tip,
823631_ab72_p1,2245fc06-913e-3aa9-970c-262d238c3394,"https://www.mlb.com/video/search?q=playid=""2245fc06-913e-3aa9-970c-262d238c3394""",FF,2026-05-13,823631,72,1,R,R,0,0,93.6,ball,
823627_ab75_p1,623cf717-6699-3ca7-a323-3e56ed5fe457,"https://www.mlb.com/video/search?q=playid=""623cf717-6699-3ca7-a323-3e56ed5fe457""",FF,2026-05-16,823627,75,1,L,R,0,0,93.2,ball,
823627_ab75_p2,f4aa37f2-3b97-327f-9cd5-afbfbd18bf47,"https://www.mlb.com/video/search?q=playid=""f4aa37f2-3b97-327f-9cd5-afbfbd18bf47""",FF,2026-05-16,823627,75,2,L,R,1,0,92.1,ball,
823627_ab75_p3,52335bd6-65ec-3c45-acf9-37bcbca158b2,"https://www.mlb.com/video/search?q=playid=""52335bd6-65ec-3c45-acf9-37bcbca158b2""",FF,2026-05-16,823627,75,3,L,R,2,0,94.1,foul_tip,
823627_ab75_p4,824369ae-f470-3470-903f-a4968f288389,"https://www.mlb.com/video/search?q=playid=""824369ae-f470-3470-903f-a4968f288389""",FF,2026-05-16,823627,75,4,L,R,2,1,93.7,ball,
823627_ab75_p5,8ecd7c1e-e842-3b46-b382-186f908bd52f,"https://www.mlb.com/video/search?q=playid=""8ecd7c1e-e842-3b46-b382-186f908bd52f""",FF,2026-05-16,823627,75,5,L,R,3,1,93.4,foul,
823627_ab75_p6,3770ebac-be6b-3c9b-b6a2-03300c80d545,"https://www.mlb.com/video/search?q=playid=""3770ebac-be6b-3c9b-b6a2-03300c80d545""",FF,2026-05-16,823627,75,6,L,R,3,2,94,swinging_strike,
823627_ab76_p3,95db4ed5-d6b2-3e54-8272-ea67da363a4b,"https://www.mlb.com/video/search?q=playid=""95db4ed5-d6b2-3e54-8272-ea67da363a4b""",FF,2026-05-16,823627,76,3,R,R,0,2,93.8,hit_into_play,
823627_ab77_p1,f67b68e1-cd61-3c03-a934-a1152a448143,"https://www.mlb.com/video/search?q=playid=""f67b68e1-cd61-3c03-a934-a1152a448143""",FF,2026-05-16,823627,77,1,L,R,0,0,93.9,called_strike,
823628_ab86_p1,cbb36291-1618-333d-9edf-78d356d7d5d3,"https://www.mlb.com/video/search?q=playid=""cbb36291-1618-333d-9edf-78d356d7d5d3""",FF,2026-05-17,823628,86,1,R,R,0,0,92.2,ball,
823628_ab86_p2,ea436dab-27ea-34c3-a7d6-6b443b90f4e1,"https://www.mlb.com/video/search?q=playid=""ea436dab-27ea-34c3-a7d6-6b443b90f4e1""",FF,2026-05-17,823628,86,2,R,R,1,0,92.8,ball,
823628_ab86_p3,ca952191-69af-33c3-9d33-891435cbcdb8,"https://www.mlb.com/video/search?q=playid=""ca952191-69af-33c3-9d33-891435cbcdb8""",FF,2026-05-17,823628,86,3,R,R,2,0,92.1,called_strike,
823628_ab86_p4,a58b7407-55c2-306a-b3ac-bc8c5aee9bd9,"https://www.mlb.com/video/search?q=playid=""a58b7407-55c2-306a-b3ac-bc8c5aee9bd9""",FF,2026-05-17,823628,86,4,R,R,2,1,92.8,called_strike,
823628_ab87_p1,eafb93c8-838d-3e08-a3b1-366422b11ab1,"https://www.mlb.com/video/search?q=playid=""eafb93c8-838d-3e08-a3b1-366422b11ab1""",FF,2026-05-17,823628,87,1,R,R,0,0,93.6,foul_tip,
823628_ab87_p2,387d4eab-fdb7-355f-a16c-c613c60ce605,"https://www.mlb.com/video/search?q=playid=""387d4eab-fdb7-355f-a16c-c613c60ce605""",FF,2026-05-17,823628,87,2,R,R,0,1,93.8,ball,
823628_ab87_p3,49c43f2f-4b60-3334-a830-233352d600f7,"https://www.mlb.com/video/search?q=playid=""49c43f2f-4b60-3334-a830-233352d600f7""",FF,2026-05-17,823628,87,3,R,R,1,1,93.8,ball,
823628_ab87_p4,95a548d9-df6b-3037-be1c-b67d1a9cb07a,"https://www.mlb.com/video/search?q=playid=""95a548d9-df6b-3037-be1c-b67d1a9cb07a""",FF,2026-05-17,823628,87,4,R,R,2,1,94,ball,
823628_ab87_p5,1a030d71-a049-34d1-b025-0fb3ec707f27,"https://www.mlb.com/video/search?q=playid=""1a030d71-a049-34d1-b025-0fb3ec707f27""",FF,2026-05-17,823628,87,5,R,R,3,1,94.7,swinging_strike,
823628_ab87_p6,313015e7-30d7-3b6c-8aeb-801e7f741b69,"https://www.mlb.com/video/search?q=playid=""313015e7-30d7-3b6c-8aeb-801e7f741b69""",FF,2026-05-17,823628,87,6,R,R,3,2,93.8,ball,
823628_ab88_p1,a40dca08-b017-3f16-9762-6bf41a6c0992,"https://www.mlb.com/video/search?q=playid=""a40dca08-b017-3f16-9762-6bf41a6c0992""",FF,2026-05-17,823628,88,1,L,R,0,0,94.3,hit_into_play,
822733_ab71_p1,28aefd16-d91b-3734-adef-bfbe22108c90,"https://www.mlb.com/video/search?q=playid=""28aefd16-d91b-3734-adef-bfbe22108c90""",FF,2026-05-21,822733,71,1,L,R,0,0,95.6,foul,
822733_ab72_p1,f8165670-28c1-3207-86d3-50a1ac6b9cd6,"https://www.mlb.com/video/search?q=playid=""f8165670-28c1-3207-86d3-50a1ac6b9cd6""",FF,2026-05-21,822733,72,1,L,R,0,0,95.9,foul,
822733_ab72_p2,779b4ff0-6a4c-3bbf-b3a2-35adf2ac212b,"https://www.mlb.com/video/search?q=playid=""779b4ff0-6a4c-3bbf-b3a2-35adf2ac212b""",FF,2026-05-21,822733,72,2,L,R,0,1,96,called_strike,
822733_ab72_p3,b83f2c2f-2263-3dbe-82f7-a6dffd3d6f96,"https://www.mlb.com/video/search?q=playid=""b83f2c2f-2263-3dbe-82f7-a6dffd3d6f96""",FF,2026-05-21,822733,72,3,L,R,0,2,96.3,hit_into_play,
822733_ab73_p3,3794748c-a389-31b8-9000-61baac4abe0e,"https://www.mlb.com/video/search?q=playid=""3794748c-a389-31b8-9000-61baac4abe0e""",FF,2026-05-21,822733,73,3,L,R,1,1,94.9,ball,
823861_ab72_p1,cec322e2-2fc8-3252-9d22-0d3a8c64937a,"https://www.mlb.com/video/search?q=playid=""cec322e2-2fc8-3252-9d22-0d3a8c64937a""",FF,2026-05-24,823861,72,1,R,R,0,0,92.7,ball,
823861_ab72_p3,471385ae-d0f2-338c-8d67-934ef3531c4f,"https://www.mlb.com/video/search?q=playid=""471385ae-d0f2-338c-8d67-934ef3531c4f""",FF,2026-05-24,823861,72,3,R,R,1,1,92.4,swinging_strike,
823861_ab72_p4,de28fd49-5125-39db-9ff3-cf1d0d1a09c5,"https://www.mlb.com/video/search?q=playid=""de28fd49-5125-39db-9ff3-cf1d0d1a09c5""",FF,2026-05-24,823861,72,4,R,R,1,2,93.6,ball,
823861_ab74_p2,1b07da9a-37b0-37f5-9e05-d8d33c8643df,"https://www.mlb.com/video/search?q=playid=""1b07da9a-37b0-37f5-9e05-d8d33c8643df""",FF,2026-05-24,823861,74,2,L,R,1,0,93.5,ball,
823861_ab74_p6,2eab24e6-c54f-309b-84df-eece1749741c,"https://www.mlb.com/video/search?q=playid=""2eab24e6-c54f-309b-84df-eece1749741c""",FF,2026-05-24,823861,74,6,L,R,3,2,93.3,ball,
823626_ab75_p1,997eb8ea-3122-310b-9164-62a2f80f703b,"https://www.mlb.com/video/search?q=playid=""997eb8ea-3122-310b-9164-62a2f80f703b""",FF,2026-05-27,823626,75,1,R,R,0,0,93.5,swinging_strike,
823626_ab75_p2,5462f8de-7185-3d66-974d-6aaed00669a9,"https://www.mlb.com/video/search?q=playid=""5462f8de-7185-3d66-974d-6aaed00669a9""",FF,2026-05-27,823626,75,2,R,R,0,1,94.7,ball,
823626_ab75_p3,7a8a441c-9500-3ae5-94b9-1d0c9a60ef5a,"https://www.mlb.com/video/search?q=playid=""7a8a441c-9500-3ae5-94b9-1d0c9a60ef5a""",FF,2026-05-27,823626,75,3,R,R,1,1,95,called_strike,
823626_ab75_p5,467ae63c-61af-314b-ac70-bc179e995826,"https://www.mlb.com/video/search?q=playid=""467ae63c-61af-314b-ac70-bc179e995826""",FF,2026-05-27,823626,75,5,R,R,2,2,94.2,ball,
823626_ab75_p6,59dbb197-90ae-30cf-90f3-631d330981f2,"https://www.mlb.com/video/search?q=playid=""59dbb197-90ae-30cf-90f3-631d330981f2""",FF,2026-05-27,823626,75,6,R,R,3,2,96,foul,
823626_ab75_p7,7996c044-bce6-3837-99ff-a17357b592e9,"https://www.mlb.com/video/search?q=playid=""7996c044-bce6-3837-99ff-a17357b592e9""",FF,2026-05-27,823626,75,7,R,R,3,2,95,ball,
823626_ab76_p3,5d39d236-75fc-3a78-b62b-6f6b92de3e94,"https://www.mlb.com/video/search?q=playid=""5d39d236-75fc-3a78-b62b-6f6b92de3e94""",FF,2026-05-27,823626,76,3,L,R,2,0,95.1,ball,
823626_ab76_p5,a100594b-e1e1-3493-aba4-d54a22ff2f7e,"https://www.mlb.com/video/search?q=playid=""a100594b-e1e1-3493-aba4-d54a22ff2f7e""",FF,2026-05-27,823626,76,5,L,R,3,1,93.9,foul,
823626_ab76_p6,64d243bf-be98-3b2c-8cbe-461c6b141a72,"https://www.mlb.com/video/search?q=playid=""64d243bf-be98-3b2c-8cbe-461c6b141a72""",FF,2026-05-27,823626,76,6,L,R,3,2,96,foul,
823626_ab76_p7,703cbcf5-bf62-3db0-966a-f957d810b866,"https://www.mlb.com/video/search?q=playid=""703cbcf5-bf62-3db0-966a-f957d810b866""",FF,2026-05-27,823626,76,7,L,R,3,2,94.7,foul,
823626_ab76_p8,9c864189-0f79-376f-a8e6-f3964c872632,"https://www.mlb.com/video/search?q=playid=""9c864189-0f79-376f-a8e6-f3964c872632""",FF,2026-05-27,823626,76,8,L,R,3,2,95,ball,
823626_ab77_p2,54290e68-cc8b-3add-b107-184722d5a9d2,"https://www.mlb.com/video/search?q=playid=""54290e68-cc8b-3add-b107-184722d5a9d2""",FF,2026-05-27,823626,77,2,R,R,0,1,95.3,foul,
823626_ab78_p2,3a370f79-a5f7-35de-a7f6-87a08bb94624,"https://www.mlb.com/video/search?q=playid=""3a370f79-a5f7-35de-a7f6-87a08bb94624""",FF,2026-05-27,823626,78,2,R,R,1,0,94.2,ball,
823626_ab78_p3,97c5407b-ce08-3f33-8dd9-40d9534c797b,"https://www.mlb.com/video/search?q=playid=""97c5407b-ce08-3f33-8dd9-40d9534c797b""",FF,2026-05-27,823626,78,3,R,R,2,0,93.3,called_strike,
823626_ab78_p8,487fbb08-c032-31b2-b25d-fd0cec4d04b5,"https://www.mlb.com/video/search?q=playid=""487fbb08-c032-31b2-b25d-fd0cec4d04b5""",FF,2026-05-27,823626,78,8,R,R,3,2,94.6,ball,
823626_ab79_p2,a20c70b2-1f7b-3bd8-b772-6eb85ce9230d,"https://www.mlb.com/video/search?q=playid=""a20c70b2-1f7b-3bd8-b772-6eb85ce9230d""",FF,2026-05-27,823626,79,2,R,R,1,0,94.5,called_strike,
823622_ab68_p1,c5f85590-9f63-3de1-b5c0-f8dec66966eb,"https://www.mlb.com/video/search?q=playid=""c5f85590-9f63-3de1-b5c0-f8dec66966eb""",FF,2026-05-30,823622,68,1,R,R,0,0,93.2,ball,
823622_ab70_p1,f86e7280-464a-3998-bde3-e2347f7309ae,"https://www.mlb.com/video/search?q=playid=""f86e7280-464a-3998-bde3-e2347f7309ae""",FF,2026-05-30,823622,70,1,R,R,0,0,93.6,called_strike,
823131_ab58_p4,4d33f373-e144-3f5f-bddf-db38c438d82b,"https://www.mlb.com/video/search?q=playid=""4d33f373-e144-3f5f-bddf-db38c438d82b""",FF,2026-06-01,823131,58,4,R,R,0,2,92.9,foul,
823131_ab58_p7,41f56053-acca-3b67-aecb-3c49c4fa74cf,"https://www.mlb.com/video/search?q=playid=""41f56053-acca-3b67-aecb-3c49c4fa74cf""",FF,2026-06-01,823131,58,7,R,R,0,2,93.8,ball,
823131_ab58_p8,1660e34b-9c6a-322e-b83f-0df06e98e457,"https://www.mlb.com/video/search?q=playid=""1660e34b-9c6a-322e-b83f-0df06e98e457""",FF,2026-06-01,823131,58,8,R,R,1,2,94.1,swinging_strike,
823131_ab59_p3,3662c67e-be16-3e21-b9df-08594ef3b763,"https://www.mlb.com/video/search?q=playid=""3662c67e-be16-3e21-b9df-08594ef3b763""",FF,2026-06-01,823131,59,3,R,R,2,0,93,ball,
823131_ab59_p4,269fc8df-32ac-3b4f-bf77-c08e57e5bbd5,"https://www.mlb.com/video/search?q=playid=""269fc8df-32ac-3b4f-bf77-c08e57e5bbd5""",FF,2026-06-01,823131,59,4,R,R,3,0,92.7,called_strike,
823131_ab59_p6,fd51f379-3d7a-3378-a3e5-a3b94d9ab706,"https://www.mlb.com/video/search?q=playid=""fd51f379-3d7a-3378-a3e5-a3b94d9ab706""",FF,2026-06-01,823131,59,6,R,R,3,2,93.1,hit_into_play,
823131_ab60_p2,3ea53c25-70d5-37d6-964c-c333120e349e,"https://www.mlb.com/video/search?q=playid=""3ea53c25-70d5-37d6-964c-c333120e349e""",FF,2026-06-01,823131,60,2,R,R,1,0,93.2,swinging_strike,
823131_ab60_p4,b0086680-bd49-3b71-a5ef-405aed7cdb67,"https://www.mlb.com/video/search?q=playid=""b0086680-bd49-3b71-a5ef-405aed7cdb67""",FF,2026-06-01,823131,60,4,R,R,1,2,92.9,swinging_strike,
823291_ab78_p1,e227b67c-af18-3abf-a3fc-674564db376d,"https://www.mlb.com/video/search?q=playid=""e227b67c-af18-3abf-a3fc-674564db376d""",FF,2026-06-07,823291,78,1,L,R,0,0,93.8,called_strike,
823291_ab78_p3,4fbd2b95-4355-3fb9-bdca-fd7ac5ed1685,"https://www.mlb.com/video/search?q=playid=""4fbd2b95-4355-3fb9-bdca-fd7ac5ed1685""",FF,2026-06-07,823291,78,3,L,R,0,2,93.4,hit_into_play,
823291_ab79_p1,c7ca7ded-e940-347f-96d1-3a6b7f3836a3,"https://www.mlb.com/video/search?q=playid=""c7ca7ded-e940-347f-96d1-3a6b7f3836a3""",FF,2026-06-07,823291,79,1,R,R,0,0,94,called_strike,
823291_ab79_p2,0b8344a5-7280-3fea-bc8f-79f4ef22c08f,"https://www.mlb.com/video/search?q=playid=""0b8344a5-7280-3fea-bc8f-79f4ef22c08f""",FF,2026-06-07,823291,79,2,R,R,0,1,94.8,called_strike,
823291_ab80_p1,d0ea6998-0f4a-3cfa-9a1b-9f86736a149a,"https://www.mlb.com/video/search?q=playid=""d0ea6998-0f4a-3cfa-9a1b-9f86736a149a""",FF,2026-06-07,823291,80,1,R,R,0,0,93.1,called_strike,
823291_ab80_p5,ceceb08d-923d-3369-a74e-a1bdf9b78305,"https://www.mlb.com/video/search?q=playid=""ceceb08d-923d-3369-a74e-a1bdf9b78305""",FF,2026-06-07,823291,80,5,R,R,3,1,93.5,ball,
823291_ab81_p2,b002d71e-907d-35dc-8221-194154d89854,"https://www.mlb.com/video/search?q=playid=""b002d71e-907d-35dc-8221-194154d89854""",FF,2026-06-07,823291,81,2,R,R,1,0,94.4,called_strike,
823291_ab81_p4,99f7f11c-6aed-3499-8bdd-9ace08942fa0,"https://www.mlb.com/video/search?q=playid=""99f7f11c-6aed-3499-8bdd-9ace08942fa0""",FF,2026-06-07,823291,81,4,R,R,2,1,92.4,hit_into_play,
823291_ab82_p1,486c1a8a-b763-318c-b92d-8a3b95d37472,"https://www.mlb.com/video/search?q=playid=""486c1a8a-b763-318c-b92d-8a3b95d37472""",FF,2026-06-07,823291,82,1,R,R,0,0,93.4,ball,
823619_ab68_p1,8ea6e271-c542-3dd0-a9e3-73b192210ace,"https://www.mlb.com/video/search?q=playid=""8ea6e271-c542-3dd0-a9e3-73b192210ace""",FF,2026-06-11,823619,68,1,L,R,0,0,92.3,ball,
823619_ab68_p2,e17b7dea-8ebd-373b-a170-c6f0df08e530,"https://www.mlb.com/video/search?q=playid=""e17b7dea-8ebd-373b-a170-c6f0df08e530""",FF,2026-06-11,823619,68,2,L,R,1,0,93.4,called_strike,
823619_ab69_p1,382c700b-e577-321d-98ab-3fa8ff202455,"https://www.mlb.com/video/search?q=playid=""382c700b-e577-321d-98ab-3fa8ff202455""",FF,2026-06-11,823619,69,1,L,R,0,0,93.2,ball,
823619_ab69_p2,b26c196d-3a9c-3de4-9d29-8be8d5424344,"https://www.mlb.com/video/search?q=playid=""b26c196d-3a9c-3de4-9d29-8be8d5424344""",FF,2026-06-11,823619,69,2,L,R,1,0,92.9,called_strike,
823619_ab69_p3,973122f6-0bd9-306f-93f8-3c0dadab1a24,"https://www.mlb.com/video/search?q=playid=""973122f6-0bd9-306f-93f8-3c0dadab1a24""",FF,2026-06-11,823619,69,3,L,R,1,1,94.2,swinging_strike,
823619_ab69_p4,97e4a13b-ffa5-31a6-9a67-083de8989b60,"https://www.mlb.com/video/search?q=playid=""97e4a13b-ffa5-31a6-9a67-083de8989b60""",FF,2026-06-11,823619,69,4,L,R,1,2,95.8,ball,
823619_ab69_p6,d144f26b-8441-3141-88e8-c7d59f47c475,"https://www.mlb.com/video/search?q=playid=""d144f26b-8441-3141-88e8-c7d59f47c475""",FF,2026-06-11,823619,69,6,L,R,2,2,94.8,foul,
823619_ab70_p2,69b06870-fc1d-37c7-8045-427c0af695ed,"https://www.mlb.com/video/search?q=playid=""69b06870-fc1d-37c7-8045-427c0af695ed""",FF,2026-06-11,823619,70,2,L,R,0,1,94.1,ball,
823619_ab70_p3,9ac82137-7074-35b0-952f-f2a7264f6638,"https://www.mlb.com/video/search?q=playid=""9ac82137-7074-35b0-952f-f2a7264f6638""",FF,2026-06-11,823619,70,3,L,R,1,1,94.8,foul,
823619_ab70_p4,6524f77c-4ecd-3c76-9d11-4955dae8ef9f,"https://www.mlb.com/video/search?q=playid=""6524f77c-4ecd-3c76-9d11-4955dae8ef9f""",FF,2026-06-11,823619,70,4,L,R,1,2,94.3,foul,
