clip_uid,play_id,filmroom_url,pitch_type,game_date,game_pk,at_bat_number,pitch_number,stand,p_throws,balls,strikes,release_speed,description,video_file
823639_ab85_p5,e5f5a6b2-92b8-35c0-bfe0-4213a8a48737,"https://www.mlb.com/video/search?q=playid=""e5f5a6b2-92b8-35c0-bfe0-4213a8a48737""",CH,2026-04-23,823639,85,5,L,R,2,2,84.4,swinging_strike,
823637_ab65_p2,9c61ca43-d754-3e37-9acf-1cf9ff13eb1c,"https://www.mlb.com/video/search?q=playid=""9c61ca43-d754-3e37-9acf-1cf9ff13eb1c""",CH,2026-04-26,823637,65,2,R,R,0,1,82.7,ball,
823637_ab65_p3,26f37ce4-2c7d-31a8-8afb-6542dc155e5f,"https://www.mlb.com/video/search?q=playid=""26f37ce4-2c7d-31a8-8afb-6542dc155e5f""",CH,2026-04-26,823637,65,3,R,R,1,1,82.6,swinging_strike,
823637_ab65_p5,320684d9-3762-319f-b621-1ebe079721c8,"https://www.mlb.com/video/search?q=playid=""320684d9-3762-319f-b621-1ebe079721c8""",CH,2026-04-26,823637,65,5,R,R,2,2,83,swinging_strike,
823637_ab66_p2,4b223041-68af-37a2-ad66-d3828f72a131,"https://www.mlb.com/video/search?q=playid=""4b223041-68af-37a2-ad66-d3828f72a131""",CH,2026-04-26,823637,66,2,R,R,0,1,84.4,ball,
823637_ab66_p5,7eefbedd-c401-375e-b450-07cfefa99a25,"https://www.mlb.com/video/search?q=playid=""7eefbedd-c401-375e-b450-07cfefa99a25""",CH,2026-04-26,823637,66,5,R,R,1,2,84.7,swinging_strike,
823637_ab67_p1,e2464db3-c549-36a2-a573-4834bba61239,"https://www.mlb.com/video/search?q=playid=""e2464db3-c549-36a2-a573-4834bba61239""",CH,2026-04-26,823637,67,1,L,R,0,0,84.1,ball,
823637_ab67_p3,6bbb6134-89b6-3e97-92eb-daf828526385,"https://www.mlb.com/video/search?q=playid=""6bbb6134-89b6-3e97-92eb-daf828526385""",CH,2026-04-26,823637,67,3,L,R,1,1,83.4,called_strike,
823637_ab67_p4,84ecd4f0-c6a7-3f7e-867e-07907e15d480,"https://www.mlb.com/video/search?q=playid=""84ecd4f0-c6a7-3f7e-867e-07907e15d480""",CH,2026-04-26,823637,67,4,L,R,1,2,83.4,hit_into_play,
823634_ab66_p3,bedf2948-581c-3f9a-bc48-97fc014095d2,"https://www.mlb.com/video/search?q=playid=""bedf2948-581c-3f9a-bc48-97fc014095d2""",CH,2026-04-30,823634,66,3,L,R,1,1,82.6,foul,
823634_ab66_p4,42b5f55f-1bcc-322c-bdc5-4a1e9cae5b6e,"https://www.mlb.com/video/search?q=playid=""42b5f55f-1bcc-322c-bdc5-4a1e9cae5b6e""",CH,2026-04-30,823634,66,4,L,R,1,2,83.3,hit_into_play,
823634_ab67_p2,2c3d6703-5f42-3afe-8287-403139e557f5,"https://www.mlb.com/video/search?q=playid=""2c3d6703-5f42-3afe-8287-403139e557f5""",CH,2026-04-30,823634,67,2,L,R,0,1,83.6,ball,
823634_ab67_p4,f6b39da1-62cf-3007-8c1b-db71338b5a6e,"https://www.mlb.com/video/search?q=playid=""f6b39da1-62cf-3007-8c1b-db71338b5a6e""",CH,2026-04-30,823634,67,4,L,R,1,2,85.8,hit_into_play,
823634_ab68_p1,cf0e33dc-10ec-3fe0-828f-ee6ea6fd0b95,"https://www.mlb.com/video/search?q=playid=""cf0e33dc-10ec-3fe0-828f-ee6ea6fd0b95""",CH,2026-04-30,823634,68,1,R,R,0,0,85.1,missed_bunt,
823634_ab68_p2,90a9de59-7824-3283-b76e-67aefb522d3a,"https://www.mlb.com/video/search?q=playid=""90a9de59-7824-3283-b76e-67aefb522d3a""",CH,2026-04-30,823634,68,2,R,R,0,1,84.4,swinging_strike,
823634_ab68_p3,5f5557f1-eaa3-3c06-81fd-de14663227f2,"https://www.mlb.com/video/search?q=playid=""5f5557f1-eaa3-3c06-81fd-de14663227f2""",CH,2026-04-30,823634,68,3,R,R,0,2,84.7,ball,
824041_ab65_p4,a920647c-f460-3e9e-935a-c9ad322f184f,"https://www.mlb.com/video/search?q=playid=""a920647c-f460-3e9e-935a-c9ad322f184f""",CH,2026-05-01,824041,65,4,R,R,2,1,84.5,called_strike,
824041_ab65_p5,910b9078-a043-3cc3-b688-2bce32f6f780,"https://www.mlb.com/video/search?q=playid=""910b9078-a043-3cc3-b688-2bce32f6f780""",CH,2026-05-01,824041,65,5,R,R,2,2,84.7,ball,
824041_ab65_p6,36fe1866-ba15-3e2d-87b5-97aecaa30a9f,"https://www.mlb.com/video/search?q=playid=""36fe1866-ba15-3e2d-87b5-97aecaa30a9f""",CH,2026-05-01,824041,65,6,R,R,3,2,85.6,swinging_strike,
824041_ab66_p3,849e83fb-e5fb-3948-89b6-b7650abc2360,"https://www.mlb.com/video/search?q=playid=""849e83fb-e5fb-3948-89b6-b7650abc2360""",CH,2026-05-01,824041,66,3,L,R,2,0,85.6,called_strike,
824041_ab67_p1,7812e503-1b24-3607-9e90-b4210c74159d,"https://www.mlb.com/video/search?q=playid=""7812e503-1b24-3607-9e90-b4210c74159d""",CH,2026-05-01,824041,67,1,R,R,0,0,85.3,foul,
824041_ab67_p3,bebb6aeb-a60a-35a4-a86c-e56aff7a41d6,"https://www.mlb.com/video/search?q=playid=""bebb6aeb-a60a-35a4-a86c-e56aff7a41d6""",CH,2026-05-01,824041,67,3,R,R,0,2,85.9,hit_into_play,
824363_ab63_p2,7cdadaf1-7dfd-3c9c-90bf-4accb68b47f7,"https://www.mlb.com/video/search?q=playid=""7cdadaf1-7dfd-3c9c-90bf-4accb68b47f7""",CH,2026-05-04,824363,63,2,R,R,0,1,82.7,hit_into_play,
824363_ab65_p1,41864267-305d-3336-b7df-8d4d8926db23,"https://www.mlb.com/video/search?q=playid=""41864267-305d-3336-b7df-8d4d8926db23""",CH,2026-05-04,824363,65,1,L,R,0,0,82.1,swinging_strike,
824363_ab65_p4,e1269a79-7bc0-3a0e-8968-67e53d7406b7,"https://www.mlb.com/video/search?q=playid=""e1269a79-7bc0-3a0e-8968-67e53d7406b7""",CH,2026-05-04,824363,65,4,L,R,0,2,84.6,swinging_strike,
824361_ab86_p3,7f2bae9d-e4fa-3b32-a534-bb0c5919b26b,"https://www.mlb.com/video/search?q=playid=""7f2bae9d-e4fa-3b32-a534-bb0c5919b26b""",CH,2026-05-06,824361,86,3,R,R,1,1,83,swinging_strike,
824361_ab86_p4,08e4dbcb-52c8-3e20-897f-78424f4222fd,"https://www.mlb.com/video/search?q=playid=""08e4dbcb-52c8-3e20-897f-78424f4222fd""",CH,2026-05-06,824361,86,4,R,R,1,2,82.6,swinging_strike,
824361_ab87_p1,3d90ed30-294e-3d46-8cf2-658a36d46893,"https://www.mlb.com/video/search?q=playid=""3d90ed30-294e-3d46-8cf2-658a36d46893""",CH,2026-05-06,824361,87,1,R,R,0,0,82.8,ball,
824361_ab87_p4,de1db7ab-85e3-3530-89b9-cb30f1bd4eb5,"https://www.mlb.com/video/search?q=playid=""de1db7ab-85e3-3530-89b9-cb30f1bd4eb5""",CH,2026-05-06,824361,87,4,R,R,1,2,83.8,ball,
825088_ab64_p1,d1e6a2b3-a518-3fe6-a6ef-1e486a5df022,"https://www.mlb.com/video/search?q=playid=""d1e6a2b3-a518-3fe6-a6ef-1e486a5df022""",CH,2026-05-08,825088,64,1,R,R,0,0,84.3,hit_into_play,
825088_ab65_p2,daf5a3c8-59aa-3acd-807a-ae8bdfe21078,"https://www.mlb.com/video/search?q=playid=""daf5a3c8-59aa-3acd-807a-ae8bdfe21078""",CH,2026-05-08,825088,65,2,R,R,1,0,84.6,swinging_strike,
825088_ab65_p3,49dbaf26-baa2-3795-a6f7-c33289263e1d,"https://www.mlb.com/video/search?q=playid=""49dbaf26-baa2-3795-a6f7-c33289263e1d""",CH,2026-05-08,825088,65,3,R,R,1,1,84.9,called_strike,
825088_ab65_p4,97b137cd-4bcc-3d67-bbb8-c0aa7578309f,"https://www.mlb.com/video/search?q=playid=""97b137cd-4bcc-3d67-bbb8-c0aa7578309f""",CH,2026-05-08,825088,65,4,R,R,1,2,85.4,swinging_strike,
823631_ab69_p1,696f22f4-75f6-3afa-9a42-625302f03d19,"https://www.mlb.com/video/search?q=playid=""696f22f4-75f6-3afa-9a42-625302f03d19""",CH,2026-05-13,823631,69,1,L,R,0,0,82.2,called_strike,
823631_ab69_p3,d1c1ba11-6bfd-3b01-91f8-ab83fabc856e,"https://www.mlb.com/video/search?q=playid=""d1c1ba11-6bfd-3b01-91f8-ab83fabc856e""",CH,2026-05-13,823631,69,3,L,R,1,1,82.9,swinging_strike,
823631_ab70_p1,599a7082-f93e-3133-8fbf-4e6d2de82c67,"https://www.mlb.com/video/search?q=playid=""599a7082-f93e-3133-8fbf-4e6d2de82c67""",CH,2026-05-13,823631,70,1,L,R,0,0,83.1,hit_into_play,
823631_ab71_p1,05533375-844f-3a78-b167-736f3d6f49f1,"https://www.mlb.com/video/search?q=playid=""05533375-844f-3a78-b167-736f3d6f49f1""",CH,2026-05-13,823631,71,1,L,R,0,0,82.2,ball,
823631_ab71_p2,779e3df4-a9a5-324d-93b0-40b03203dc68,"https://www.mlb.com/video/search?q=playid=""779e3df4-a9a5-324d-93b0-40b03203dc68""",CH,2026-05-13,823631,71,2,L,R,1,0,82.9,ball,
823631_ab71_p3,5e28069f-faad-377f-b3cc-2e5e6f8b5194,"https://www.mlb.com/video/search?q=playid=""5e28069f-faad-377f-b3cc-2e5e6f8b5194""",CH,2026-05-13,823631,71,3,L,R,2,0,82.2,foul,
823631_ab71_p4,e9f73ac4-cec1-3200-bf01-4c412dffc793,"https://www.mlb.com/video/search?q=playid=""e9f73ac4-cec1-3200-bf01-4c412dffc793""",CH,2026-05-13,823631,71,4,L,R,2,1,82.8,ball,
823631_ab71_p5,a523aede-2b1c-314e-994b-5855280e3dde,"https://www.mlb.com/video/search?q=playid=""a523aede-2b1c-314e-994b-5855280e3dde""",CH,2026-05-13,823631,71,5,L,R,3,1,83,ball,
823631_ab72_p2,0e7e823d-889b-3ffd-be0e-584e67b110f5,"https://www.mlb.com/video/search?q=playid=""0e7e823d-889b-3ffd-be0e-584e67b110f5""",CH,2026-05-13,823631,72,2,R,R,1,0,83.9,called_strike,
823631_ab72_p3,1baf2b8b-5119-302a-8adb-d8f023742e2b,"https://www.mlb.com/video/search?q=playid=""1baf2b8b-5119-302a-8adb-d8f023742e2b""",CH,2026-05-13,823631,72,3,R,R,1,1,84.3,hit_into_play,
823627_ab76_p1,b6550643-3384-3592-aebb-f0f318c255d9,"https://www.mlb.com/video/search?q=playid=""b6550643-3384-3592-aebb-f0f318c255d9""",CH,2026-05-16,823627,76,1,R,R,0,0,83,swinging_strike,
823627_ab76_p2,610cf7b5-d1d6-3679-b886-9a31b8124526,"https://www.mlb.com/video/search?q=playid=""610cf7b5-d1d6-3679-b886-9a31b8124526""",CH,2026-05-16,823627,76,2,R,R,0,1,84.2,foul,
823627_ab77_p2,71abf0b7-2137-3676-a312-632832e25f84,"https://www.mlb.com/video/search?q=playid=""71abf0b7-2137-3676-a312-632832e25f84""",CH,2026-05-16,823627,77,2,L,R,0,1,84.9,ball,
823627_ab77_p3,a7af6f7c-59ad-3301-a6b6-8195a908f77a,"https://www.mlb.com/video/search?q=playid=""a7af6f7c-59ad-3301-a6b6-8195a908f77a""",CH,2026-05-16,823627,77,3,L,R,1,1,84.1,hit_into_play,
823628_ab86_p5,d66f1fe4-6697-393a-af07-23f93b7fea6f,"https://www.mlb.com/video/search?q=playid=""d66f1fe4-6697-393a-af07-23f93b7fea6f""",CH,2026-05-17,823628,86,5,R,R,2,2,85.6,foul,
823628_ab86_p6,eb2650d8-9a74-3dc1-8816-c018319aa450,"https://www.mlb.com/video/search?q=playid=""eb2650d8-9a74-3dc1-8816-c018319aa450""",CH,2026-05-17,823628,86,6,R,R,2,2,83.7,foul,
823628_ab86_p7,5b4063c7-12af-34bd-bc11-6e05819240ea,"https://www.mlb.com/video/search?q=playid=""5b4063c7-12af-34bd-bc11-6e05819240ea""",CH,2026-05-17,823628,86,7,R,R,2,2,84.1,swinging_strike,
822733_ab71_p2,a902f47d-03f2-3a9e-9279-35186ef26d14,"https://www.mlb.com/video/search?q=playid=""a902f47d-03f2-3a9e-9279-35186ef26d14""",CH,2026-05-21,822733,71,2,L,R,0,1,84.5,hit_into_play,
822733_ab73_p1,cd304e56-9a8c-37c6-b463-a01ae1f0dd1c,"https://www.mlb.com/video/search?q=playid=""cd304e56-9a8c-37c6-b463-a01ae1f0dd1c""",CH,2026-05-21,822733,73,1,L,R,0,0,84.5,swinging_strike,
822733_ab73_p2,79e3c50b-e628-3559-a46d-8c09444224ae,"https://www.mlb.com/video/search?q=playid=""79e3c50b-e628-3559-a46d-8c09444224ae""",CH,2026-05-21,822733,73,2,L,R,0,1,84.8,ball,
822733_ab73_p4,92d99280-ea47-3dc4-bf87-25da0ff7f9da,"https://www.mlb.com/video/search?q=playid=""92d99280-ea47-3dc4-bf87-25da0ff7f9da""",CH,2026-05-21,822733,73,4,L,R,2,1,83.3,ball,
822733_ab73_p5,f7f0ed37-6302-3f65-ad74-2515863f96ad,"https://www.mlb.com/video/search?q=playid=""f7f0ed37-6302-3f65-ad74-2515863f96ad""",CH,2026-05-21,822733,73,5,L,R,3,1,82.9,swinging_strike,
822733_ab73_p6,baf67225-cd86-3c43-b60a-9597ac48b5bb,"https://www.mlb.com/video/search?q=playid=""baf67225-cd86-3c43-b60a-9597ac48b5bb""",CH,2026-05-21,822733,73,6,L,R,3,2,83.8,swinging_strike,
822733_ab74_p1,e24edd26-71be-3791-a252-b7ee9f83e788,"https://www.mlb.com/video/search?q=playid=""e24edd26-71be-3791-a252-b7ee9f83e788""",CH,2026-05-21,822733,74,1,L,R,0,0,84.4,hit_into_play,
823861_ab72_p2,e997cce2-c503-355e-bd8d-ed50c3ba35bd,"https://www.mlb.com/video/search?q=playid=""e997cce2-c503-355e-bd8d-ed50c3ba35bd""",CH,2026-05-24,823861,72,2,R,R,1,0,82.5,swinging_strike,
823861_ab72_p5,406ebe32-1486-369d-a7a1-02b89193850e,"https://www.mlb.com/video/search?q=playid=""406ebe32-1486-369d-a7a1-02b89193850e""",CH,2026-05-24,823861,72,5,R,R,2,2,83.7,hit_into_play,
823861_ab73_p1,c5b93bc6-c928-3a7f-977c-ca6f84abf749,"https://www.mlb.com/video/search?q=playid=""c5b93bc6-c928-3a7f-977c-ca6f84abf749""",CH,2026-05-24,823861,73,1,R,R,0,0,83.5,hit_into_play,
823861_ab74_p1,ed048854-c5cf-3bd4-9d30-878b2b04c3af,"https://www.mlb.com/video/search?q=playid=""ed048854-c5cf-3bd4-9d30-878b2b04c3af""",CH,2026-05-24,823861,74,1,L,R,0,0,83.1,ball,
823861_ab74_p3,b75c7a52-d508-326f-a3da-c35447162d3b,"https://www.mlb.com/video/search?q=playid=""b75c7a52-d508-326f-a3da-c35447162d3b""",CH,2026-05-24,823861,74,3,L,R,2,0,82.7,ball,
823861_ab74_p4,c15612ea-ba9b-33f6-b0b3-1c948fc9ce17,"https://www.mlb.com/video/search?q=playid=""c15612ea-ba9b-33f6-b0b3-1c948fc9ce17""",CH,2026-05-24,823861,74,4,L,R,3,0,83.6,called_strike,
823861_ab74_p5,509d88e2-53f1-3336-9050-53b77dd7a1b9,"https://www.mlb.com/video/search?q=playid=""509d88e2-53f1-3336-9050-53b77dd7a1b9""",CH,2026-05-24,823861,74,5,L,R,3,1,83.9,foul,
823861_ab76_p1,d841e404-9a4f-3937-b5f1-129a9c85f900,"https://www.mlb.com/video/search?q=playid=""d841e404-9a4f-3937-b5f1-129a9c85f900""",CH,2026-05-24,823861,76,1,R,R,0,0,82.9,called_strike,
823861_ab76_p2,9f800dcd-0ca1-3f04-8eb2-b6acc2e653bb,"https://www.mlb.com/video/search?q=playid=""9f800dcd-0ca1-3f04-8eb2-b6acc2e653bb""",CH,2026-05-24,823861,76,2,R,R,0,1,83.9,hit_into_play,
823626_ab75_p4,c76f7b14-6a74-381d-bb84-4d9359394177,"https://www.mlb.com/video/search?q=playid=""c76f7b14-6a74-381d-bb84-4d9359394177""",CH,2026-05-27,823626,75,4,R,R,1,2,84,ball,
823626_ab76_p1,45004520-e42c-3718-a807-d9547df333f5,"https://www.mlb.com/video/search?q=playid=""45004520-e42c-3718-a807-d9547df333f5""",CH,2026-05-27,823626,76,1,L,R,0,0,84.7,ball,
823626_ab76_p2,83a4f73d-dd00-35f3-9b9e-3054dabd5d31,"https://www.mlb.com/video/search?q=playid=""83a4f73d-dd00-35f3-9b9e-3054dabd5d31""",CH,2026-05-27,823626,76,2,L,R,1,0,84.5,ball,
823626_ab76_p4,39c1bff6-aa25-39cc-90ba-8b4359a08218,"https://www.mlb.com/video/search?q=playid=""39c1bff6-aa25-39cc-90ba-8b4359a08218""",CH,2026-05-27,823626,76,4,L,R,3,0,84.8,called_strike,
823626_ab77_p1,b194e2ac-eb8a-37cf-b368-88c92beb5d22,"https://www.mlb.com/video/search?q=playid=""b194e2ac-eb8a-37cf-b368-88c92beb5d22""",CH,2026-05-27,823626,77,1,R,R,0,0,85.8,swinging_strike,
823626_ab77_p3,c1878d88-f47d-3442-815e-0ef4d539fae5,"https://www.mlb.com/video/search?q=playid=""c1878d88-f47d-3442-815e-0ef4d539fae5""",CH,2026-05-27,823626,77,3,R,R,0,2,85,foul,
823626_ab77_p4,d6bf80e5-f312-3dba-b552-e7bfb9ec1491,"https://www.mlb.com/video/search?q=playid=""d6bf80e5-f312-3dba-b552-e7bfb9ec1491""",CH,2026-05-27,823626,77,4,R,R,0,2,86.9,swinging_strike,
823626_ab78_p1,1c220356-67d0-338f-86d7-d840f2679367,"https://www.mlb.com/video/search?q=playid=""1c220356-67d0-338f-86d7-d840f2679367""",CH,2026-05-27,823626,78,1,R,R,0,0,85,ball,
823626_ab78_p4,2a807da8-076a-3ae3-88be-72e9f8313124,"https://www.mlb.com/video/search?q=playid=""2a807da8-076a-3ae3-88be-72e9f8313124""",CH,2026-05-27,823626,78,4,R,R,2,1,85.3,swinging_strike,
823626_ab78_p5,afb2a49e-64e9-3628-ad87-064022e2b5ae,"https://www.mlb.com/video/search?q=playid=""afb2a49e-64e9-3628-ad87-064022e2b5ae""",CH,2026-05-27,823626,78,5,R,R,2,2,85.5,ball,
823626_ab78_p6,5c671ab4-dfbf-3690-bb79-8cddf06940c2,"https://www.mlb.com/video/search?q=playid=""5c671ab4-dfbf-3690-bb79-8cddf06940c2""",CH,2026-05-27,823626,78,6,R,R,3,2,85.7,foul,
823626_ab78_p7,e4397f98-ff28-3493-8a8b-51bb7c6acc5e,"https://www.mlb.com/video/search?q=playid=""e4397f98-ff28-3493-8a8b-51bb7c6acc5e""",CH,2026-05-27,823626,78,7,R,R,3,2,85.6,foul,
823626_ab79_p1,46cf15ec-568a-3658-8b3a-c1e03018556e,"https://www.mlb.com/video/search?q=playid=""46cf15ec-568a-3658-8b3a-c1e03018556e""",CH,2026-05-27,823626,79,1,R,R,0,0,84.5,ball,
823626_ab79_p3,1726ee08-a9b2-351d-94b8-fb84aa14bcde,"https://www.mlb.com/video/search?q=playid=""1726ee08-a9b2-351d-94b8-fb84aa14bcde""",CH,2026-05-27,823626,79,3,R,R,1,1,85.9,foul,
823626_ab79_p4,b9f17d2d-4600-32d7-b300-e28603397479,"https://www.mlb.com/video/search?q=playid=""b9f17d2d-4600-32d7-b300-e28603397479""",CH,2026-05-27,823626,79,4,R,R,1,2,84.6,swinging_strike,
823626_ab80_p1,a96cd1e2-aa5a-31b3-9a9a-f1655bd0ed96,"https://www.mlb.com/video/search?q=playid=""a96cd1e2-aa5a-31b3-9a9a-f1655bd0ed96""",CH,2026-05-27,823626,80,1,R,R,0,0,84.6,called_strike,
823626_ab80_p2,8db0d401-0df4-3c10-a549-6b66f9fac2eb,"https://www.mlb.com/video/search?q=playid=""8db0d401-0df4-3c10-a549-6b66f9fac2eb""",CH,2026-05-27,823626,80,2,R,R,0,1,85.4,swinging_strike_blocked,
823626_ab80_p3,0f60cec2-a012-39c7-bcac-5644f894ac12,"https://www.mlb.com/video/search?q=playid=""0f60cec2-a012-39c7-bcac-5644f894ac12""",CH,2026-05-27,823626,80,3,R,R,0,2,83.8,swinging_strike,
823622_ab68_p2,a57b9e7e-fdbc-30f6-8719-a5be83271a81,"https://www.mlb.com/video/search?q=playid=""a57b9e7e-fdbc-30f6-8719-a5be83271a81""",CH,2026-05-30,823622,68,2,R,R,1,0,83,hit_into_play,
823622_ab69_p1,55a58269-40cc-3c13-ad00-aea3429606ee,"https://www.mlb.com/video/search?q=playid=""55a58269-40cc-3c13-ad00-aea3429606ee""",CH,2026-05-30,823622,69,1,L,R,0,0,82.2,ball,
823622_ab69_p2,0061f663-ae97-3da9-909b-a4b932a8ae92,"https://www.mlb.com/video/search?q=playid=""0061f663-ae97-3da9-909b-a4b932a8ae92""",CH,2026-05-30,823622,69,2,L,R,1,0,83.4,swinging_strike,
823622_ab69_p3,78051946-5a0e-3e7b-820c-eee176487dc8,"https://www.mlb.com/video/search?q=playid=""78051946-5a0e-3e7b-820c-eee176487dc8""",CH,2026-05-30,823622,69,3,L,R,1,1,84.1,hit_into_play,
823622_ab70_p3,afee140a-f668-36d7-9a10-cd3b892450b1,"https://www.mlb.com/video/search?q=playid=""afee140a-f668-36d7-9a10-cd3b892450b1""",CH,2026-05-30,823622,70,3,R,R,0,2,84.3,swinging_strike,
823131_ab58_p1,ae7cf441-d15c-3659-b8c3-24d82cd1dbd7,"https://www.mlb.com/video/search?q=playid=""ae7cf441-d15c-3659-b8c3-24d82cd1dbd7""",CH,2026-06-01,823131,58,1,R,R,0,0,82.8,swinging_strike,
823131_ab58_p2,60240772-add4-3121-8aef-01dfbdd0e855,"https://www.mlb.com/video/search?q=playid=""60240772-add4-3121-8aef-01dfbdd0e855""",CH,2026-06-01,823131,58,2,R,R,0,1,82.6,called_strike,
823131_ab58_p3,3b4f1c49-e88c-360f-903c-4664c14f3997,"https://www.mlb.com/video/search?q=playid=""3b4f1c49-e88c-360f-903c-4664c14f3997""",CH,2026-06-01,823131,58,3,R,R,0,2,82.5,foul,
823131_ab58_p5,97d09a5b-09fd-3232-8a47-b3d5e119f5be,"https://www.mlb.com/video/search?q=playid=""97d09a5b-09fd-3232-8a47-b3d5e119f5be""",CH,2026-06-01,823131,58,5,R,R,0,2,83.6,foul,
823131_ab58_p6,c4f9af84-a390-39bc-85e9-7a08e0893cb1,"https://www.mlb.com/video/search?q=playid=""c4f9af84-a390-39bc-85e9-7a08e0893cb1""",CH,2026-06-01,823131,58,6,R,R,0,2,83.4,foul,
823131_ab59_p1,e0ee9010-6749-37e6-a379-198d5ab16f1e,"https://www.mlb.com/video/search?q=playid=""e0ee9010-6749-37e6-a379-198d5ab16f1e""",CH,2026-06-01,823131,59,1,R,R,0,0,84.3,ball,
823131_ab59_p2,a513a65d-7be4-3d10-81c6-1aad0bdc89ba,"https://www.mlb.com/video/search?q=playid=""a513a65d-7be4-3d10-81c6-1aad0bdc89ba""",CH,2026-06-01,823131,59,2,R,R,1,0,83.9,ball,
823131_ab59_p5,4baf08f7-de95-3599-8dfb-ebef89db6c23,"https://www.mlb.com/video/search?q=playid=""4baf08f7-de95-3599-8dfb-ebef89db6c23""",CH,2026-06-01,823131,59,5,R,R,3,1,83.1,swinging_strike,
823131_ab60_p1,cfcd3bb6-dd09-3e49-86d7-b815abfe86ea,"https://www.mlb.com/video/search?q=playid=""cfcd3bb6-dd09-3e49-86d7-b815abfe86ea""",CH,2026-06-01,823131,60,1,R,R,0,0,83.4,ball,
823131_ab60_p3,6b5a05c3-16af-3b3c-bbae-18b9b9f9d331,"https://www.mlb.com/video/search?q=playid=""6b5a05c3-16af-3b3c-bbae-18b9b9f9d331""",CH,2026-06-01,823131,60,3,R,R,1,1,85.1,swinging_strike,
823291_ab78_p2,e3580202-fcd9-303b-9427-3d0426a58a7a,"https://www.mlb.com/video/search?q=playid=""e3580202-fcd9-303b-9427-3d0426a58a7a""",CH,2026-06-07,823291,78,2,L,R,0,1,83.6,called_strike,
823291_ab79_p3,54114354-5385-3d54-9e3a-4086ad22e510,"https://www.mlb.com/video/search?q=playid=""54114354-5385-3d54-9e3a-4086ad22e510""",CH,2026-06-07,823291,79,3,R,R,0,2,84.7,swinging_strike,
823291_ab80_p4,923dbe6c-6c10-3374-bd1b-dbdd8cf027db,"https://www.mlb.com/video/search?q=playid=""923dbe6c-6c10-3374-bd1b-dbdd8cf027db""",CH,2026-06-07,823291,80,4,R,R,2,1,84.8,ball,
823291_ab81_p1,7f54d0bf-7264-33ca-bf2e-2621023813d4,"https://www.mlb.com/video/search?q=playid=""7f54d0bf-7264-33ca-bf2e-2621023813d4""",CH,2026-06-07,823291,81,1,R,R,0,0,84.5,ball,
823291_ab81_p3,f0a98f66-8fe7-3dcd-b9b3-14a4fde79c7a,"https://www.mlb.com/video/search?q=playid=""f0a98f66-8fe7-3dcd-b9b3-14a4fde79c7a""",CH,2026-06-07,823291,81,3,R,R,1,1,85.4,ball,
823291_ab82_p2,38ecf6e9-80bc-3e89-92d7-ecedaeb35ec7,"https://www.mlb.com/video/search?q=playid=""38ecf6e9-80bc-3e89-92d7-ecedaeb35ec7""",CH,2026-06-07,823291,82,2,R,R,1,0,84.5,called_strike,
823291_ab82_p3,d156a594-e5b8-33f6-ba08-ff0fe1362391,"https://www.mlb.com/video/search?q=playid=""d156a594-e5b8-33f6-ba08-ff0fe1362391""",CH,2026-06-07,823291,82,3,R,R,1,1,84.6,ball,
823291_ab82_p4,e718717d-0fc4-37bf-8a51-47abb0b1d623,"https://www.mlb.com/video/search?q=playid=""e718717d-0fc4-37bf-8a51-47abb0b1d623""",CH,2026-06-07,823291,82,4,R,R,2,1,86,called_strike,
823291_ab82_p5,1a3fd886-f921-3979-9adf-b1ed0d9729b4,"https://www.mlb.com/video/search?q=playid=""1a3fd886-f921-3979-9adf-b1ed0d9729b4""",CH,2026-06-07,823291,82,5,R,R,2,2,84.9,swinging_strike,
823619_ab68_p3,4fca4796-daea-373f-b8d9-ff6d56c5adf5,"https://www.mlb.com/video/search?q=playid=""4fca4796-daea-373f-b8d9-ff6d56c5adf5""",CH,2026-06-11,823619,68,3,L,R,1,1,80.9,called_strike,
823619_ab68_p4,458682ee-fb23-3fa1-be39-7e6d7106b46a,"https://www.mlb.com/video/search?q=playid=""458682ee-fb23-3fa1-be39-7e6d7106b46a""",CH,2026-06-11,823619,68,4,L,R,1,2,81.8,swinging_strike,
823619_ab69_p5,483488e1-cd26-3cfa-b99a-65bcadd834e3,"https://www.mlb.com/video/search?q=playid=""483488e1-cd26-3cfa-b99a-65bcadd834e3""",CH,2026-06-11,823619,69,5,L,R,2,2,84,foul,
823619_ab69_p7,d273960c-1ebf-3fe9-a8f9-ed4bfc46c089,"https://www.mlb.com/video/search?q=playid=""d273960c-1ebf-3fe9-a8f9-ed4bfc46c089""",CH,2026-06-11,823619,69,7,L,R,2,2,84.3,hit_into_play,
823619_ab70_p1,309c85a3-006b-363a-85d0-2dcf25eb967c,"https://www.mlb.com/video/search?q=playid=""309c85a3-006b-363a-85d0-2dcf25eb967c""",CH,2026-06-11,823619,70,1,L,R,0,0,83.6,called_strike,
823619_ab70_p5,b93f1791-a7ee-3da1-b61f-7515189f09c4,"https://www.mlb.com/video/search?q=playid=""b93f1791-a7ee-3da1-b61f-7515189f09c4""",CH,2026-06-11,823619,70,5,L,R,1,2,83.8,swinging_strike_blocked,
823617_ab65_p1,15315870-2d61-30f3-847a-5886b2083620,"https://www.mlb.com/video/search?q=playid=""15315870-2d61-30f3-847a-5886b2083620""",CH,2026-06-12,823617,65,1,R,R,0,0,80.9,called_strike,
